Year,Abkhazia,Afghanistan,Akrotiri and Dhekelia,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Cayman Islands,Central African Rep.,Chad,Channel Islands,Chile,China,Christmas Island,Cocos Island,Colombia,Comoros,"Congo, Dem. Rep.","Congo, Rep.",Cook Islands,Costa Rica,Cote d'Ivoire,Croatia,Cuba,Cyprus,Czech Rep.,Czechoslovakia,Denmark,Djibouti,Dominica,Dominican Rep.,East Germany,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Eritrea and Ethiopia,Estonia,Ethiopia,Faeroe Islands,Falkland Islands (Malvinas),Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guernsey,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See,Honduras,"Hong Kong, China",Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jersey,Jordan,Kazakhstan,Kenya,Kiribati,"Korea, Dem. Rep.","Korea, Rep.","Korea, United",Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,"Macao, China","Macedonia, FYR",Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,"Micronesia, Fed. Sts.",Moldova,Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nauru,Nepal,Netherlands,Netherlands Antilles,New Caledonia,New Zealand,Ngorno-Karabakh,Nicaragua,Niger,Nigeria,Niue,Norfolk Island,Northern Cyprus,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Pitcairn,Poland,Portugal,Puerto Rico,Qatar,Reunion,Romania,Russia,Rwanda,Saint Barthelemy,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Martin,Saint Vincent and the Grenadines,Saint-Pierre-et-Miquelon,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Serbia and Montenegro,Serbia excluding Kosovo,Seychelles,Sierra Leone,Singapore,Slovak Republic,Slovenia,Solomon Islands,Somalia,Somaliland,South Africa,South Ossetia,South Sudan,Spain,Sri Lanka,Sudan,Suriname,Svalbard,Swaziland,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tokelau,Tonga,Transnistria,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,USSR,Uzbekistan,Wallis et Futuna,Vanuatu,Venezuela,West Bank and Gaza,West Germany,Western Sahara,Vietnam,Virgin Islands (U.S.),Yemen Arab Republic (Former),Yemen Democratic (Former),"Yemen, Rep.",Yugoslavia,Zambia,Zimbabwe
1936,,,,"1,014,000",,,,,,,"13,260,000",,,"6,783,000","6,758,000",,,,,,,"8,315,000",,,,,"2,569,000",,"266,000","37,911,000",,,"6,469,000",,,,"3,241,694","11,243,000",,,"834,000","1,432,000",,"4,705,534","507,959,000",,,"8,498,000",,,,"12,000",,,,"4,289,000",,,"14,387,000","3,722,000",,,"1,520,000","15,614,000","2,249,000",,,,,,,,,,"198,000","3,601,000","41,910,000",,"44,000",,,,"67,349,000",,,"6,886,000",,,,,"2,140,491",,,,,"2,615,000",,"1,060,000","988,000","9,046,000",,,"62,634,103",,,"2,967,000",,"775,728","42,750,000","1,130,000","70,171,000",,,,,,,"15,139,000",,,,,,,,,,,,,,,,,,"4,993,000",,,,,,,,,"19,040,000",,,,,,,,,"15,708,000",,,,"8,516,000",,,"1,573,000",,"884,626",,,,,,,"2,904,000",,,,"608,000",,"1,012,000","6,038,000","13,231,992",,"30,471,000","7,305,000","1,743,000",,,"15,256,000",,,,,,,,,,"56,000",,,,,,,,,,"603,000",,,,,,,,,"24,810,000","5,943,000",,,,"157,000","6,250,627","4,168,000",,"5,384,000",,,"14,379,000",,,,,,"442,000",,"16,434,000",,,,,,,"47,081,000","128,681,000","1,889,000","181,502,000",,,,"3,510,000","613,124","42,208,000",,,,,,,"15,651,000",,
1937,,,,"1,030,000",,,,,,,"13,490,000",,,"6,841,000","6,755,000",,,,,,,"8,346,000",,,,,"2,599,000",,,"38,687,000",,,"6,514,000",,,,,"11,341,000",,,,,,"4,788,901","510,640,000",,,"8,599,000",,,,,,,,"4,357,000",,,"14,429,000","3,749,000",,,"1,558,000",,"2,298,000",,,,,,,,,,,"3,626,000","41,930,000",,,,,,"67,831,000",,,"6,973,000",,,,,"2,193,474",,,,,"2,648,000",,"1,080,000","1,282,000","9,107,000",,,"63,563,853",,,"2,948,000",,"797,281","43,068,000","1,142,000","71,278,000",,,,,,,"15,260,000",,,,,,,,,,,,,,"170,000",,,,"5,099,000",,,,,,,,,"19,370,000",,,,,,,,,"15,925,000",,,,"8,599,000",,,"1,587,000",,"908,216",,,,,,,"2,919,000",,,,"623,000",,"1,036,000","6,137,000","13,548,884",,"30,791,000","7,396,000","1,777,000",,,"15,434,000",,,,,,,,,,,,,,,,,,,,"651,000",,,,,,,,,"25,043,000","5,989,000",,,,,"6,269,433","4,180,000",,"5,530,000",,,"14,721,000",,,,,,"450,000",,"16,725,000",,,,,,,"47,289,000","129,464,000","1,921,000","184,626,000",,,,"3,565,000","630,160",,,,,,,,"15,860,000",,
1938,,,,"1,040,000",,,,,,,"13,724,000",,,"6,904,000","6,753,000",,,,,,,"8,374,000",,,,,"2,629,000",,,"39,480,000",,,"6,564,000",,,,,"11,452,000",,,,,,"4,875,203","513,336,000",,,"8,702,000",,,,,,,,"4,428,000",,,"14,603,000","3,777,000",,,"1,596,000",,"2,355,000",,,,,,,,,,,"3,656,000","41,960,000",,,,,,"68,558,000",,,"7,061,000",,,,,"2,235,860",,,,,"2,682,000",,"1,100,000","1,479,000","9,167,000",,,"64,505,912",,,"2,937,000",,"816,723","43,419,000","1,163,000","71,879,000",,,,,,,"15,381,000",,,,,,,,,,,,,,,,,,"5,207,000",,,,,,,,,"19,705,000",,,,,,,,,"16,145,000",,,,"8,685,000",,,"1,604,000",,"920,011",,,,,,,"2,936,000",,,,"640,000",,"1,061,000","6,237,000","13,871,870",,"31,062,000","7,488,000","1,810,000",,,"15,601,000",,,,,,,,,,,,,,,,,,,,"710,000",,,,,,,,,"25,279,000","6,045,000",,,,,"6,289,126","4,192,000",,"5,678,000",,,"14,980,000",,,,,,"458,000",,"17,016,000",,,,,,,"47,494,000","130,476,000","1,952,000","188,498,000",,,,"3,623,000","645,526",,,,,,,,"16,084,000",,
1939,,,,"1,070,000",,,,,,,"13,984,000",,,"6,971,000","6,653,000",,,,,,,"8,392,000",,,"31,000",,"2,659,000",,,"40,289,000",,,"6,614,000",,,,,"11,570,000",,,,,,"4,964,398","516,046,000",,,"8,935,000",,,,,,,,"4,497,000",,,"14,683,000","3,805,000",,,"1,634,000",,"2,412,000",,,,,,,,,,,"3,686,000","41,900,000",,,,,,"69,286,000",,,"7,156,000",,,,,"2,278,246",,,,,"2,716,000",,"1,120,000","1,750,000","9,227,000",,,"65,465,959",,,"2,934,000",,"860,556","43,865,000","1,191,000","72,364,000",,,,,,,"15,504,000",,,,,,,,,,,,,,,,,,"5,317,000",,,,,,,,,"20,047,000",,,,,,,,,"16,368,000",,,,"8,782,000",,,"1,627,000",,"955,396",,,,,,,"2,954,000",,,,"656,000",,"1,086,000","6,338,000","14,168,739",,"31,365,000","7,581,000","1,844,000",,,"15,751,000",,,,,,,,,,,,,,,,,,,,"728,000",,,,,,,,,"25,517,000","6,095,000",,,,,"6,315,081","4,206,000",,"5,821,000",,,"15,244,000",,,,"34,000",,"466,000",,"17,517,000",,,,,,,"47,991,000","131,539,000","1,944,000","192,379,000",,,,"3,699,000","680,171",,,,,,,,"16,305,000",,
1940,,,,"1,088,000",,"13,000",,"3,738,000",,,"14,169,000",,,"7,042,000","6,705,000",,,,,,,"8,346,000",,,,,"2,690,000",,,"41,114,000",,,"6,666,000",,,,,"11,688,000",,,,,,"5,056,404","518,770,000",,,"9,174,000",,,,,,,,"4,566,000",,,"14,713,000","3,832,000",,,"1,674,000",,"2,466,000",,,,,,,,,,,"3,698,000","41,000,000",,,,,,"69,835,000",,,"7,280,000",,,,"22,000","2,331,228",,,,,"2,751,000",,"1,150,000","1,786,000","9,287,000",,,"66,441,155",,,"2,958,000",,"889,866","44,341,000","1,212,000","72,967,000",,,,,,,"15,627,000",,,,,,,,,,,,,,"375,000",,,,"5,434,000",,,,,,,,,"20,393,000",,,,,,,,,"16,594,000",,,,"8,879,000",,,"1,636,000",,"978,986",,,,,,,"2,973,000",,,,"697,000",,"1,111,000","6,440,000","14,438,620",,"30,021,000","7,675,000","1,880,000",,,"15,907,000",,,,,,,,,,,,,,,,,,,,"751,000",,,,,,,,,"25,757,000","6,134,000",,,,,"6,344,185","4,226,000",,"5,987,000",,,"15,513,000",,,,,,"476,000",,"17,821,000",,,,,,,"48,226,000","132,637,000","1,965,000","195,970,000",,,,"3,784,000","703,338",,,,"25,000",,,,"16,300,000",,
1941,,,,"1,100,000",,,,,,,"14,402,000",,,"7,111,000","6,745,000",,,,"38,173,021",,,"8,276,000",,,,,"2,721,000",,,"42,069,000",,,"6,715,000",,,,,"11,818,000",,,,,,"5,151,095","521,508,000",,,"9,419,000",,,,,,,,"4,635,000",,,"14,671,000","3,863,000",,,"1,715,000",,"2,541,000",,,,,,,,,,,"3,702,000","39,600,000",,,,,,"70,244,000",,,"7,362,000",,,,,"2,384,211",,,,,"2,786,000",,"1,170,000","1,639,000","9,344,000",,"321,565,000","67,521,445",,,"2,993,000",,"915,868","44,734,000","1,230,000","74,005,000",,,,,,,"15,859,000",,,,,,,,,,,,,,,,,,"5,554,000",,,,,,,,,"20,955,000",,,,,,,,,"16,824,000",,,,"8,966,000",,,"1,629,000",,"990,781",,,,,,,"2,990,000",,"28,169,000",,"720,000",,"1,137,000","6,550,000","14,714,595",,,"7,757,000","1,935,000",,,"15,774,000",,,,,,,,,,,,,,,,,,,,"769,000",,,,,,,,,"25,979,000","6,169,000",,,,,"6,371,448","4,254,000",,"6,163,000",,,"15,787,000",,,,,,"492,000",,"18,011,000",,,,,,,"48,216,000","133,922,000","1,987,000",,,,,"3,858,000","723,889",,,,,,,,,,
1942,,,,"1,117,000",,,,,,,"14,638,000",,,"7,173,000","6,783,000",,,,,,,"8,247,000",,,,,"2,753,000",,,"43,069,000",,,"6,771,000",,,,,"11,969,000",,,,,,"5,248,293","524,261,000",,,"9,671,000",,,,,,,,"4,704,000",,,"14,577,000","3,903,000",,,"1,757,000",,"2,575,000",,,"171,000",,,,,,,,"3,708,000","39,400,000",,,,,,"70,834,000",,,"7,339,000",,,,,"2,437,193",,,,,"2,820,000",,"1,200,000",,"9,396,000",,,"68,618,778",,,"2,963,000",,"940,120","45,004,000","1,254,000","75,029,000",,,,,,,"16,094,000",,,,,,,,,,,,,,,,,,"5,592,000",,,,,,,,,"21,532,000",,,,,,,,,,,,,"9,042,000",,,"1,639,000",,"1,014,371",,,,,,,"3,009,000",,,,"773,000",,"1,164,000","6,662,000","14,947,040",,,"7,826,000","1,987,000",,,"15,839,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26,182,000","6,191,000",,,,,"6,407,455","4,286,000",,"6,339,000",,,"16,060,000",,,,,,"510,000",,"18,203,000",,,,,,,"48,400,000","135,386,000","2,010,000",,,,,"3,934,000","743,058",,,,,,,,,,
1943,,,,"1,119,000",,,,,,,"14,877,000",,,"7,236,000","6,808,000",,"69,000",,,,,"8,242,000",,,,,"2,785,000",,,"44,093,000",,,"6,828,000",,,,,"12,115,000",,"6,700",,,,"5,347,758","527,028,000",500,,"9,930,000",,,,,,,,"4,779,000",,,"14,538,000","3,949,000",,,"1,800,000",,"2,641,000",,,,,,,,,,,"3,721,000","39,000,000",,,,,,"70,411,000",,,"7,297,000",,,,,"2,479,579",,,,,"2,856,000",,"1,210,000",,"9,442,000",,,"69,413,136",,,"2,946,000",,"971,687","45,177,000","1,249,000","76,005,000",,,,,,,"16,332,000",,,,,,,,,,,,,,,,,,"5,630,000",,,,,,,,,"22,125,000",,,,,,,,,,,,,"9,103,000",,,"1,633,000",,"1,037,961",,,,,,,"3,032,000",,,,"795,000",,"1,191,000","6,776,000","15,280,473",,,"7,896,000","2,033,000",,,"15,840,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26,387,000","6,296,000",,,,,"6,466,005","4,323,000",,"6,507,000",,,"16,462,000",,,,,,"525,000",,"18,396,000",,"6,100",,,,,"48,789,000","137,272,000","2,032,000",,,,,"4,020,000","768,008",,,,,,,,,,
1944,,,,"1,122,000",,,,,,,"15,130,000",,,"7,309,000","6,834,000",,,,,,,"8,291,000",,,,,"2,817,000",,,"45,141,000",,,"6,885,000",,,,,"12,268,000",,,,,,"5,449,185","529,810,000",,,"10,196,000",,,,,,,,"4,849,000",,,"14,593,000","3,998,000",,,"1,844,000",,"2,712,000",,,,,,,,,,,"3,735,000","38,900,000",,,,,,"69,865,000",,,"7,284,000",,,,,"2,532,562",,,,,"2,892,000",,"1,240,000",,"9,497,000",,,"69,650,781",,,"2,944,000",,"1,005,926","45,290,000","1,259,000","77,178,000",,,,,,,"16,574,000",,,,,,,,,,,,,,,,,,"5,668,000",,,,,,,"419,000",,"22,734,000",,,,,,,,,,,,,"9,175,000",,,"1,654,000",,"1,061,551",,,,,,,"3,060,000",,,,"784,000",,"1,219,000","6,892,000","15,572,119",,,"7,967,000","2,062,000",,,"15,946,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26,594,000","6,442,000",,,,,"6,533,699","4,364,000",,"6,520,000",,,"16,868,000",,,,,,"536,000",,"18,592,000",,,,,,,"49,016,000","138,937,000","2,055,000",,,,,"4,114,000","795,069",,,,,,,,,,
1945,,,,"1,138,000",,,,,,,"15,390,000",,,"7,389,000","6,799,000",,,,,,,"8,339,000",,,,,"2,850,000",,,"46,215,000",,,"6,942,000",,,,,"12,404,000",,,,,,"5,552,190","532,607,000",,,"10,469,000",,,,"14,000",,,,"4,932,000",,,"14,152,000","4,045,000",,,"1,889,000",,"2,781,000",,,,,,,,,,,"3,758,000","39,700,000",,,,,,"67,000,000",,,"7,322,000",,,,,"2,585,544",,,,,"2,928,000",,"1,260,000",,"9,024,000",,,"69,430,179",,,"2,952,000",,"1,043,684","45,442,000","1,266,000","76,224,000",,,,,,,"16,881,440",,,,,,,,,,,,,,,,,"2,050,000","5,707,000",,,,,,,,,"23,724,000",,,,,,,,,,,,,"9,262,000",,,"1,688,000",,"1,085,141",,,,,,,"3,091,000",,,,"791,000",,"1,247,000","7,010,000","15,868,988",,,"8,038,000","2,099,000",,,"15,929,000",,,,,,,,,,"68,000",,,,,,,,,,,,,,,,,,,"26,802,000","6,650,000",,,,,"6,604,495","4,412,000",,"6,533,000",,,"17,284,000",,,,,,"547,000",,"18,790,000",,,,,,,"49,182,000","140,474,000","2,081,000",,,,,"4,223,000","824,913",,,,,,,,,,
1946,,,,"1,154,000",,,,,,"42,000","15,654,000",,,"7,474,000","7,000,000",,,,"37,894,678","194,000",,"8,367,000","59,000",,,,"2,883,000",,"296,000","47,313,000","6,500",,"7,000,000",,,,,"12,634,000",,,,,,"5,656,303","535,418,000",,,"10,749,000",,,,,,,,"5,039,000","450,000",,"12,916,000","4,101,000",,"48,000","1,935,000",,"2,853,000",,,,,,,,,,"260,000","3,806,000","40,290,000",,"55,000",,,,"64,678,000",,,"7,418,000",,"72,000",,,"2,649,123",,,,,"2,961,000",,"1,290,000","1,550,000","9,042,000",,"340,857,000","70,187,613",,,"2,957,000",,"1,084,877","45,725,000","1,298,000","77,199,000",,,,,,,"18,249,518",,,,,,,,,,,,,,,,,,"5,746,000","82,000",,,,,,,,"24,413,000",,,,,,"14,000",,,,"362,000",,,"9,424,000",,,"1,759,000",,"1,120,526",,,,,,,"3,127,000",,"32,683,000",,"788,000",,"1,275,000","7,130,000","16,345,197",,"23,959,000","8,110,000","2,141,000",,,"15,971,000",,,,"5,000",,"70,000",,"62,000",,,,,,,,,,,,,,,,,,,,,"27,012,000","6,854,000",,,,"188,000","6,673,928","4,467,000",,"6,546,000",,,"17,710,000",,,,,,"561,000",,"19,235,000",,,,,,,"49,217,000","141,940,000","2,107,000","173,900,000",,,,"4,347,000","857,472",,,,,,,,,,
1947,,,,"1,175,000",,,,,,,"15,942,000",,,"7,578,000","6,971,000",,,,,,,"8,450,000",,,,,"2,916,000",,,"48,438,000",,"41,000","7,064,000",,,,,"12,901,000",,,,,,"5,760,959","538,244,000",,,"11,036,000",,,,,,,,"5,152,000",,,"12,164,000","4,146,000",,,"1,982,000",,"2,936,000",,,,,,,,,,,"3,859,000","40,680,000",,,,,,"66,094,000",,,"7,529,000",,,,,"2,723,298",,,,,"2,994,000",,"1,320,000","1,750,000","9,079,000",,"346,000,000","71,147,660",,,"2,974,000",,,"46,040,000","1,327,000","78,119,000",,,,,,,"18,736,637",,,,,,,,,,,,,,,,,,"5,786,000",,,,,,,,,"25,122,000",,,,,,,,,,,,,"9,630,000",,,"1,797,000",,"1,155,911",,,,,,,"3,165,000",,,,"804,000",,"1,305,000","7,252,000","16,835,335",,"23,734,000","8,183,000","2,162,000",,,"15,849,000",,,,,,,,,,,,,,,,,,,,"938,000",,,,,,,,,"27,223,000","7,037,000",,,,,"6,754,885","4,524,000",,"6,346,000",,,"18,148,000",,,,,,"583,000",,"19,690,000",,,,,,,"49,519,000","144,688,000","2,134,000","174,000,000",,,,"4,486,000",,,,,,,,,"15,596,000",,
1948,,,,"1,192,000",,,,,,,"16,307,000",,,"7,715,000","6,956,000",,,,,,,"8,557,000",,,,,"2,950,000",,,"49,590,000",,,"7,130,000",,,,,"13,180,000",,,,,,"5,865,486","541,085,000",,,"11,332,000",,,,,,,,"5,268,000",,,"12,339,000","4,190,000",,,"2,031,000",,"3,017,000",,,,,,,,,,,"3,912,000","41,110,000",,,,,,"67,295,000",,,"7,749,000",,,,,"2,797,474",,,,,"3,028,000",,"1,350,000","1,800,000","9,158,000",,"350,000,000","72,229,844",,,"2,985,000",,,"46,381,000","1,350,000","80,155,000",,,,,,,"18,869,487",,,,,,,,,,,,,,,,,,"5,922,000",,,,,,,,,"25,852,000",,,,,,,,,,,,,"9,800,000",,,"1,833,000",,"1,179,501",,,,,,,"3,201,000",,,,"822,000",,"1,335,000","7,376,000","17,340,273",,"23,980,000","8,256,000","2,187,000",,,"15,893,000",,,,,,,,,,,,,,,,,,,,"961,000",,,,,,,,,"27,437,000","7,244,000",,,,,"6,829,159","4,582,000",,"6,697,000",,"7,740,786","18,569,000",,,,,,"600,000",,"20,156,000",,,,"4,959,000",,,"50,014,000","147,203,000","2,160,000","175,100,000",,,,"4,656,000",,,,,,,,,"15,817,000",,
1949,,,,"1,209,000",,,,,,,"16,737,000",,,"7,919,000","6,943,000",,,,,,,"8,614,000",,,,,"2,984,000",,,"50,769,000",,,"7,195,000",,,,,"13,469,000",,,,,,"5,969,096","543,941,000",,,"11,635,000",,,,,,,,"5,386,000",,,"12,339,000","4,230,000",,,"2,080,000",,"3,104,000",,,,,,,,,,,"3,963,000","41,480,000",,,,,,"67,991,000",,,"7,856,000",,,,,"2,882,246",,,,,"3,062,000",,"1,390,000","1,857,000","9,250,000",,"355,000,000","73,522,215",,,"2,981,000",,,"46,733,000","1,374,000","81,971,000",,,,"5,406,000",,,"19,040,026",,,,,,,,,,,,,,,,,,"6,061,000",,,,,,,,,"26,603,000",,,,,,,,,,,,,"9,956,000",,,"1,871,000",,"1,214,886",,,,,,,"3,234,000",,,,"838,000",,"1,366,000","7,502,000","17,860,882",,"24,410,000","8,329,000","2,197,000",,,"16,084,000",,,,,,,,,,,,,,,,,,,,"979,000",,,,,,,,,"27,651,000","7,455,000",,,,,"6,907,264","4,640,000",,"7,280,000",,,"19,000,000",,,,,,"616,000",,"20,634,000",,,,,,,"50,312,000","149,770,000","2,188,000","177,500,000",,,,"4,843,000",,,,,,,,,"16,040,000",,
1950,,"8,151,455",,"1,215,002","8,752,997","18,937","6,197","4,147,509","5,121","46,301","17,150,335","1,353,506","38,066","8,177,344","6,936,445","2,895,997","79,088","115,612","37,894,678","210,995","7,745,003","8,628,489","68,918","2,255,222","37,260","168,377","2,713,630","2,661,293","412,533","53,974,725","7,441","48,001","7,250,999","4,284,459","2,456,300","4,345,800","4,466,497","13,736,997","178,064","6,413","1,326,653","2,429,431","102,235","6,081,931","550,771,433",,,"11,999,600","156,334","12,183,661","807,726","15,079","966,015","2,630,132","3,850,295","5,919,997","494,014","8,876,260","12,388,568","4,268,270","62,001","51,101","2,380,116","18,388,000","3,387,357","21,514,023","2,199,897","225,536","1,141,300","21,577,072","1,100,998","18,433,866","31,504","2,261","288,993","4,009,003","41,831,805","25,479","60,696","469,000","271,372","3,527,004","68,376,002","4,980,879","20,497","7,566,002","22,998","76,676","209,999","59,650","3,146,073","45,347","3,093,652","518,171","406,562","3,221,277",905,"1,487,235","1,973,998","9,337,723","142,998","371,856,500","74,837,310","17,414,215","5,719,192","2,913,093","55,253","1,257,970","46,366,767","1,402,896","82,199,470","56,824","448,861","6,702,996","6,076,757","26,100","9,736,822","19,211,386","30,316,911","1,199,357","152,251","1,740,000","1,682,917","1,949,000","1,442,826","733,942","911,140","1,029,010","13,757","2,567,402","296,001","196,482","1,229,700","4,083,554","2,880,700","6,109,907","79,293","4,637,633","311,997","13,000","222,001","657,182","493,254","15,141","27,865,814","32,000","2,341,003","20,000","780,200","398,539","13,521","8,953,000","6,442,133","17,157,508","485,274","2,953","8,230,991","10,027,047","111,701","64,824","1,908,001",,"1,294,993","2,461,726","37,859,746","4,667",,,"6,999","3,265,000","456,418","37,542,380","7,441","860,092","1,708,192","1,473,245","7,632,461","18,396,520",130,"24,824,013","8,416,969","2,218,000","24,998","248,111","16,310,998","102,702,461","2,072,195",,"4,972","46,054","82,783",,"67,000","4,573","82,102","12,781","60,000","3,121,337","2,416,264","6,732,256","7,105,848","5,669,381","36,322","1,895,409","1,022,098","3,436,574","1,473,094","106,647","2,264,081",,"13,683,162",,1880222,"28,069,737","8,240,623","7,309,769","214,999",,"273,000","7,014,001","4,668,088","3,413,330","7,981,000","1,531,502","7,649,766","20,607,323","433,398","1,395,458","1,570","47,220",,"635,999","3,529,608","21,238,496","1,211,000","5,047","5,166","5,158,193","37,297,652","69,589","50,616,012","157,813,040","2,238,506","179,570,837","6,313,997","7,002","47,695","5,093,708","931,926","49,983,000","13,766","28,264,391","26,795",,,"4,316,001","16,297,531","2,340,352","2,746,854"
1951,,"8,276,820",,"1,239,971","8,953,373","19,287","6,692","4,219,332","5,297","48,316","17,506,378","1,382,982","38,263","8,398,540","6,930,746","2,964,962","79,982","116,860","39,112,507","215,673","7,717,670","8,665,736","71,147","2,258,097","37,793","174,400","2,767,960","2,720,515","425,268","55,669,001","7,501","51,070","7,282,560","4,326,475","2,504,993","4,457,418","4,549,464","14,132,558","181,974","6,265","1,339,842","2,472,725","102,940","6,194,334","566,170,868",,,"12,344,434","160,463","12,441,551","824,173","15,410","994,255","2,708,840","3,875,666","6,049,922","500,377","8,957,188","12,531,868","4,308,125","63,464","51,706","2,453,032",,"3,475,475","22,048,587","2,236,298","230,057","1,162,455","21,931,687","1,113,922","18,788,330","31,304","2,247","296,204","4,049,971","42,037,803","26,225","62,583","469,553","272,968","3,584,762","68,713,920","5,088,932","20,641","7,646,718","23,449","76,619","213,099","60,366","3,239,086","45,537","3,139,830","527,433","423,477","3,275,552",887,"1,524,916","2,036,119","9,478,369","145,288","378,201,181","75,978,352","17,772,538","5,915,805","2,920,750","55,265","1,354,111","46,786,118","1,436,715","83,794,117","57,451","503,766","6,831,158","6,240,179","26,632","9,559,286","19,304,677","30,038,599","1,214,370","164,017","1,763,226","1,724,429","1,954,910","1,466,906","744,344","925,211","1,035,282","13,944","2,569,619","297,212","195,949","1,266,781","4,168,939","2,930,156","6,261,928","78,614","4,693,573","312,918","13,218","224,450","672,223","506,393","15,742","28,614,984","33,396","2,381,454","19,868","793,846","401,735","14,118","9,167,716","6,535,891","17,463,258","494,611","3,059","8,372,203","10,148,830","113,989","64,289","1,947,802",,"1,331,280","2,535,752","38,508,635","4,682",,,"7,089","3,299,431","463,724","38,147,097","7,497","881,197","1,729,258","1,511,975","7,821,202","19,056,037",,"25,383,633","8,432,070","2,210,078","27,461","259,237","16,607,889","104,248,118","2,128,012",,"5,005","46,147","83,898",,"68,065","4,605","84,177","12,919","59,147","3,194,590","2,463,892","6,839,783","7,199,471","5,740,346","36,891","1,920,612","1,067,968","3,494,399","1,485,208","107,978","2,313,526",,"13,993,912",,1919582,"28,236,442","8,362,125","7,462,786","222,649",,"278,951","7,076,003","4,726,281","3,496,671","8,251,000","1,577,037","7,847,333","21,150,234","438,379","1,426,130","1,516","49,311",,"647,638","3,596,387","21,863,880","1,228,378","4,984","5,221","5,306,689","37,847,653","67,816","50,631,571","160,024,871","2,261,141","182,677,438","6,461,092","7,088","48,921","5,290,182","923,749",,"16,066","28,818,993","27,295",,,"4,382,878","16,519,051","2,396,669","2,830,448"
