Year,Abkhazia,Afghanistan,Akrotiri and Dhekelia,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,British Virgin Islands,Brunei,Bulgaria,Burkina Faso,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Cayman Islands,Central African Rep.,Chad,Channel Islands,Chile,China,Christmas Island,Cocos Island,Colombia,Comoros,"Congo, Dem. Rep.","Congo, Rep.",Cook Islands,Costa Rica,Cote d'Ivoire,Croatia,Cuba,Cyprus,Czech Rep.,Czechoslovakia,Denmark,Djibouti,Dominica,Dominican Rep.,East Germany,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Eritrea and Ethiopia,Estonia,Ethiopia,Faeroe Islands,Falkland Islands (Malvinas),Fiji,Finland,France,French Guiana,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guernsey,Guinea,Guinea-Bissau,Guyana,Haiti,Holy See,Honduras,"Hong Kong, China",Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jersey,Jordan,Kazakhstan,Kenya,Kiribati,"Korea, Dem. Rep.","Korea, Rep.","Korea, United",Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,"Macao, China","Macedonia, FYR",Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,"Micronesia, Fed. Sts.",Moldova,Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Nagorno-Karabakh,Namibia,Nauru,Nepal,Netherlands,Netherlands Antilles,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Norfolk Island,Northern Cyprus,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Pitcairn,Poland,Portugal,Puerto Rico,Qatar,Reunion,Romania,Russia,Rwanda,Saint Barthelemy,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Martin,Saint Vincent and the Grenadines,Saint-Pierre-et-Miquelon,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Serbia and Montenegro,Serbia excluding Kosovo,Seychelles,Sierra Leone,Singapore,Slovak Republic,Slovenia,Solomon Islands,Somalia,Somaliland,South Africa,South Ossetia,South Sudan,Spain,Sri Lanka,Sudan,Suriname,Svalbard,Swaziland,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tokelau,Tonga,Transnistria,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,USSR,Uzbekistan,Wallis et Futuna,Vanuatu,Venezuela,West Bank and Gaza,West Germany,Western Sahara,Vietnam,Virgin Islands (U.S.),Yemen Arab Republic (Former),Yemen Democratic (Former),"Yemen, Rep.",Yugoslavia,Zambia,Zimbabwe
1821,,,,,,,,,,,,,,707.3868853,1574.979831,,,,605.6313386,,,1570.354559,,,,,,,,,,,,,,,,,341.3994047,,,,,671.2576297,859.0194205,,,,,,,,,,,,,,,1442.334767,,,,,,,,,,,,,,,,1078.922791,1605.152945,,,,,,1959.180601,,,972.295281,,,,,,,,,,,,,,,,559.9600991,,754.5683908,706.7315198,1273.000097,,,1431.193892,,1084.142921,,,,,,698.2758599,596.0870587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569.0749765,,,,,2446.72006,,,,,,,,,,,983.773877,,662.2647876,,,,,,,,1294.565259,1310.271998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1513.777092,,,,,,1306.350366,1685.323093,854.0809247,871.2766909,,,,,,,,,,,905.7142814,,,,,,,2809.022153,2043.377668,,,,,,,,,,,,,,,,,
1822,,,,,,,,,,,,,,728.1423028,1600.347442,,,,605.62765,,,1574.503606,,,,,,,,,,,,,,,,,342.8045693,,,,,674.8788497,855.0086517,,,,,,,,,,,,,,,1450.882185,,,,,,,,,,,,,,,,1084.471268,1488.904077,,,,,,1972.702988,,,980.151172,,,,,,,,,,,,,,,,559.9566887,,759.1646085,713.527773,1291.064345,,,1448.594425,,1084.685892,,,,,,698.3691063,596.166659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569.0749765,,,,,2465.538571,,,,,,,,,,,989.7011927,,662.2607541,,,,,,,,1298.670921,1310.29659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1517.207693,,,,,,1312.480095,1702.909621,858.1814423,871.2800682,,,,,,,,,,,910.2387373,,,,,,,2812.673881,2101.553016,,,,,,,,,,,,,,,,,
1823,,,,,,,,,,,,,,752.8250927,1626.123639,,,,605.6239614,,,1578.663615,,,,,,,,,,,,,,,,,344.2155173,,,,,672.1595358,851.0166092,,,,,,,,,,,,,,,1432.153896,,,,,,,,,,,,,,,,1090.048277,1484.462227,,,,,,1986.318708,,,988.0705366,,,,,,,,,,,,,,,,559.9532782,,763.7888227,720.3893821,1309.38493,,,1461.644826,,1085.229136,,,,,,698.4623652,596.2462699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569.0749765,,,,,2584.472942,,,,,,,,,,,995.664221,,662.2567205,,,,,,,,1302.789605,1310.321182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1520.646069,,,,,,1298.340514,1720.679668,862.3016468,871.2834456,,,,,,,,,,,914.7857949,,,,,,,2816.330358,2077.839528,,,,,,,,,,,,,,,,,
1824,,,,,,,,,,,,,,794.9419617,1652.315004,,,,605.6202728,,,1582.834616,,,,,,,,,,,,,,,,,345.6322727,,,,,655.8490216,847.0432055,,,,,,,,,,,,,,,1456.443946,,,,,,,,,,,,,,,,1095.653968,1450.729561,,,,,,2000.028404,,,996.0538876,,,,,,,,,,,,,,,,559.9498678,,768.4412038,727.3169755,1327.965489,,,1496.445893,,1085.772651,,,,,,698.5556365,596.3258915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569.0749765,,,,,2562.022541,,,,,,,,,,,1001.663177,,662.252687,,,,,,,,1306.921351,1310.345775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1524.092237,,,,,,1333.552532,1738.635146,866.4416328,871.286823,,,,,,,,,,,919.3555671,,,,,,,2819.991587,2134.864263,,,,,,,,,,,,,,,,,
1825,,,,,,,,,,,,,,833.1985818,1678.928224,,,,605.6165843,,,1587.016636,,,,,,,,,,,,,,,,,347.0548593,,,,,675.3318806,843.0883538,,,,,,,,,,,,,,,1451.289668,,,,,,,,,,,,,,,,1101.288486,1461.260739,,,,,,2013.832726,,,1004.101742,,,,,,,,,,,,,,,,559.9464574,,773.1219234,734.3111879,1346.809712,,,1479.045359,,1086.316439,,,,,,698.6489202,596.4055237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569.0749765,,,,,2492.146178,,,,,,,,,,,1007.698277,,662.2486535,,,,,,,,1311.0662,1310.370368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1527.546215,,,,,,1368.978047,1756.777992,870.6014952,871.2902004,,,,,,,,,,,923.9481675,,,,,,,2823.657576,2184.186091,,,,,,,,,,,,,,,,,
1826,,,,,,,,,,,,,,848.9757789,1705.970093,,,,605.6128957,,,1591.209706,,,,,,,,,,,,,,,,,348.4833011,,,,,680.4011235,839.1519672,,,,,,,,,,,,,,,1456.020762,,,,,,,,,,,,,,,,1106.95198,1507.238547,,,,,,2027.732326,,,1012.214621,,,,,,,,,,,,,,,,559.943047,,777.8311542,741.3726598,1365.92134,,,1518.19656,,1086.860499,,,,,,698.7422164,596.4851665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569.0749765,,,,,2527.5811,,,,,,,,,,,1013.769739,,662.2446201,,,,,,,,1315.224195,1310.394962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1531.008021,,,,,,1372.246327,1775.11016,874.7813295,871.2935779,,,,,,,,,,,928.5637099,,,,,,,2827.328331,2200.149135,,,,,,,,,,,,,,,,,
1827,,,,,,,,,,,,,,874.7841624,1733.447515,,,,605.6092072,,,1595.413855,,,,,,,,,,,,,,,,,349.9176222,,,,,683.3422852,835.2339597,,,,,,,,,,,,,,,1485.241286,,,,,,,,,,,,,,,,1112.644599,1517.774847,,,,,,2041.727862,,,1020.39305,,,,,,,,,,,,,,,,559.9396367,,782.5690698,748.502038,1385.304168,,,1496.445893,,1087.404831,,,,,,698.8355251,596.56482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569.0749765,,,,,2672.705381,,,,,,,,,,,1019.877783,,662.2405867,,,,,,,,1319.395376,1310.419556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1534.477672,,,,,,1307.906321,1793.633626,878.9812315,871.2969553,,,,,,,,,,,933.2023091,,,,,,,2831.003858,2210.110233,,,,,,,,,,,,,,,,,
1828,,,,,,,,,,,,,,896.7575579,1761.367505,,,,605.6055187,,,1599.629111,,,,,,,,,,,,,,,,,351.3578469,,,,,678.2996508,831.3342454,,,,,,,,,,,,,,,1495.496683,,,,,,,,,,,,,,,,1118.366493,1424.549033,,,,,,2055.819996,,,1028.637558,,,,,,,,,,,,,,,,559.9362263,,787.3358449,755.6999756,1404.962044,,,1479.045359,,1087.949437,,,,,,698.9288462,596.6444841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569.0749765,,,,,2726.072169,,,,,,,,,,,1026.022627,,662.2365533,,,,,,,,1323.579787,1310.44415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1537.955186,,,,,,1331.042448,1812.350387,883.2012977,871.3003328,,,,,,,,,,,937.8640802,,,,,,,2834.684163,2209.173595,,,,,,,,,,,,,,,,,
1829,,,,,,,,,,,,,,946.5774222,1789.737193,,,,605.6018303,,,1603.855504,,,,,,,,,,,,,,,,,352.8039994,,,,,682.2604426,827.4527389,,,,,,,,,,,,,,,1461.159425,,,,,,,,,,,,,,,,1124.117813,1505.30685,,,,,,2070.009394,,,1036.94868,,,,,,,,,,,,,,,,559.932816,,792.1316553,762.9671318,1424.898871,,,1470.345092,,1088.494315,,,,,,699.0221798,596.7241588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569.0749765,,,,,2726.095109,,,,,,,,,,,1032.204495,,662.2325199,,,,,,,,1327.777468,1310.468745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1541.440581,,,,,,1349.822454,1831.262459,887.4416247,871.3037102,,,,,,,,,,,942.549139,,,,,,,2838.369252,2133.959558,,,,,,,,,,,,,,,,,
1830,,,,,,,,,,,,,,1148.373034,1818.56382,,,,605.5981418,,,1608.093064,,,,,,,,,,,,,,,,1451.182183,354.256104,,,,,671.7400611,823.5893552,,,,,,,,,,,,,,,1470.066839,,,,,,,,,,,,,,,,1129.898709,1478.205027,,,,,,2084.296729,,,1045.326954,,,,,,,,,,,,,,,,559.9294057,,796.9566779,770.3041724,1445.118607,,,1452.944559,,1089.039465,,,,,,699.1155259,596.8038442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569.0749765,,,,,2484.287597,,,541.6202104,,,,,,,,1038.423609,,662.2284865,,,,,,,,1331.988462,1310.493341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1544.933874,,,,,,1316.274951,1850.371881,891.7023099,871.3070877,,,,,,,,,,,947.2576018,,,,,,,2842.059132,2293.667801,,,,,,,,,,,,,,,,,
1831,,,,,,,,,,,,,,1186.799931,1837.096332,,,,605.5944534,,,1630.751723,,,,,,,,,,,,,,,,,355.7141854,,,,,670.8012799,819.7440096,,,,,,,,,,,,,,,1459.287863,,,,,,,,,,,,,,,,1135.709335,1468.176874,,,,,,2091.834535,,,1053.772921,,,,,,,,,,,,,,,,559.9259955,,801.8110907,777.7117692,1465.625268,,,1500.796026,,1089.584889,,,,,,699.2088844,596.8835402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569.0749765,,,,,2665.823197,,,,,,,,,,,956.7512991,,662.2244532,,,,,,,,1336.21281,1310.517936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1548.435085,,,,,,1341.888845,1869.680712,895.9834511,871.3104652,,,,,,,,,,,951.9895855,,,,,,,2931.704616,2438.001388,,,,,,,,,,,,,,,,,
1832,,,,,,,,,,,,,,1213.290572,1855.817704,,,,605.590765,,,1653.72965,,,,,,,,,,,,,,,,,357.1782681,,,,,679.5253583,815.916618,,,,,,,,,,,,,,,1500.898836,,,,,,,,,,,,,,,,1141.549842,1575.777731,,,,,,2099.3996,,,1062.28713,,,,,,,,,,,,,,,,559.9225852,,806.6950725,785.1906009,1486.422924,,,1518.19656,,1090.130586,,,,,,699.3022554,596.9632468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569.0749765,,,,,2786.44933,,,,,,,,,,,971.4326032,,662.2204199,,,,,,,,1340.450557,1310.542533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1551.94423,,,,,,1306.202257,1889.191032,900.2851464,871.3138427,,,,,,,,,,,956.7452076,,,,,,,2862.159236,2530.553745,,,,,,,,,,,,,,,,,
1833,,,,,,,,,,,,,,1217.707878,1874.72986,,,,605.5870766,,,1677.031346,,,,,,,,,,,,,,,,,358.6483768,,,,,676.847995,812.1070965,,,,,,,,,,,,,,,1483.151557,,,,,,,,,,,,,,,,1147.420384,1575.207202,,,,,,2106.992025,,,1070.870132,,,,,,,,,,,,,,,,559.919175,,811.6088037,792.7413525,1507.515705,,,1522.546693,,1090.676557,,,,,,699.3956388,597.0429641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569.0749765,,,,,2719.09075,,,,,,,,,,,1079.7716,,662.2163866,,,,,,,,1344.701743,1310.56713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1555.461328,,,,,,1347.441231,1908.904945,904.6074945,871.3172202,,,,,,,,,,,961.5245863,,,,,,,2851.912182,2620.990148,,,,,,,,,,,,,,,,,
1834,,,,,,,,,,,,,,1280.797407,1893.834745,,,,605.5833883,,,1700.661371,,,,,,,,,,,,,,,,,360.1245363,,,,,691.323308,808.3153617,,,,,,,,,,,,,,,1552.304748,,,,,,,,,,,,,,,,1153.321117,1556.854065,,,,,,2114.611908,,,1079.522482,,,,,,,,,,,,,,,,559.9157648,,816.5524652,800.3647156,1528.907799,,,1535.597094,,1091.2228,,,,,,699.4890347,597.1226921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569.0749765,,,,,2738.803056,,,,,,,,,,,1129.857496,,662.2123533,,,,,,,,1348.966411,1310.591727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1558.986396,,,,,,1364.936868,1928.824574,908.9505945,871.3205978,,,,,,,,,,,966.3278401,,,,,,,2926.936842,2491.54984,,,,,,,,,,,,,,,,,
1835,,,,,,,,,,,,,,1550.028647,1913.134323,,,,605.5796999,,,1724.624353,,,,,,,,,,,,,,,,,361.6067716,,,,,706.8051412,804.5413306,,,,,,,,,,,,,,,1531.897168,,,,,,,,,,,,,,,,1159.252194,1638.987393,,,,,,2122.259347,,,1088.244741,,,,,,,,,,,,,,,,559.9123546,,821.5262396,808.0613884,1550.603452,,,1579.098428,,1091.769318,,,,,,699.5824431,597.2024307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569.0749765,,,,,2726.1729,,,,,,,,,,,1107.217216,,662.2083201,,,,,,,,1353.244605,1310.616325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1562.519453,,,,,,1359.702917,1948.952067,913.3145462,871.3239753,,,,,,,,,,,971.1550883,,,,,,,3041.811275,2589.990196,,,,,,,,,,,,,,,,,
1836,,,,,,,,,,,,,,1523.080584,1932.630578,,,,605.5760116,,,1748.924982,,,,,,,,,,,,,,,,,363.0951076,,,,,701.5287157,800.7849204,,,,,,,,,,,,,,,1523.428067,,,,,,,,,,,,,,,,1165.213773,1670.867629,,,,,,2129.934444,,,1097.037473,,,,,,,,,,,,,,,,559.9089444,,826.5303102,815.8320759,1572.606974,,,1431.193892,,1092.316109,,,,,,699.675864,597.2821799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569.0749765,,,,,2812.273332,,,,,,,,,,,1077.34622,,662.2042869,,,,,,,,1357.536367,1310.640923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1566.060517,,,,,,1403.600723,1969.289593,917.6994496,871.3273529,,,,,,,,,,,976.0064509,,,,,,,3111.030233,2629.471256,,,,,,,,,,,,,,,,,
1837,,,,,,,,,,,,,,1596.550791,1952.325515,,,,605.5723233,,,1773.568017,,,,,,,,,,,,,,,,,364.5895694,,,,,718.1107719,797.046049,,,,,,,,,,,,,,,1552.665745,,,,,,,,,,,,,,,,1171.20601,1691.883797,,,,,,2137.637297,,,1105.901248,,,,,,,,,,,,,,,,559.9055342,,831.5648614,823.6774899,1594.922732,,,1392.042691,,1092.863174,,,,,,699.7692973,597.3619398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569.0749765,,,,,2874.011806,,,,,,,,,,,1080.06006,,662.2002537,,,,,,,,1361.84174,1310.665522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1569.609605,,,,,,1392.560403,1989.839343,922.1054053,871.3307304,,,,,,,,,,,980.8820482,,,,,,,3028.564722,2543.047639,,,,,,,,,,,,,,,,,
1838,,,,,,,,,,,,,,1576.687424,1972.221157,,,,605.5686351,,,1798.558282,,,,,,,,,,,,,,,,,366.0901822,,,,,721.2215867,793.3246343,,,,,,,,,,,,,,,1553.118363,,,,,,,,,,,,,,,,1177.229062,1728.947089,,,,,,2145.368007,,,1114.836641,,,,,,,,,,,,,,,,559.9021241,,836.6300791,831.5983489,1617.555157,,,1418.143492,,1093.410512,,,,,,699.8627432,597.4417104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569.0749765,,,,,2899.546395,,,,,,,,,,,1084.536614,,662.1962206,,,,,,,,1366.160767,1310.690121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1573.166737,,,,,,1370.680135,2010.603531,926.5325144,871.334108,,,,,,,,,,,985.7820014,,,,,,,3150.673604,2520.64562,,,,,,,,,,,,,,,,,
1839,,,,,,,,,,,,,,1470.984034,1992.319551,,,,605.5649468,,,1823.900669,,,,,,,,,,,,,,,,,367.5969715,,,,,722.492853,789.620595,,,,,,,,,,,,,,,1560.421581,,,,,,,,,,,,,,,,1183.283089,1702.640285,,,,,,2153.126675,,,1123.844229,,,,,,,,,,,,,,,,559.898714,,841.72615,839.5953786,1640.508743,,,1405.093091,,1093.958125,,,,,,699.9562015,597.5214916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569.0749765,,,,,2893.622927,,,,,,,,,,,1086.086251,,662.1921874,,,,,,,,1370.493492,1310.71472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1576.73193,,,,,,1385.909792,2031.584396,930.9808784,871.3374856,,,,,,,,,,,990.706432,,,,,,,3255.276346,2646.117763,,,,,,,,,,,,,,,,,
1840,,,,,,,,,,,,,,1859.368278,2012.622762,,,,605.5612586,,,1849.600141,,,,,,,,,,,,,,,,1686.347239,369.1099625,,,,,759.8572253,785.9338499,,,,,,,,,,,,,,,1599.674434,,,,,,,,,,,,,,,,1189.368249,1833.292369,,,,,,2160.913403,,,1132.924595,,,,,,,,,,,,,,,,559.8953039,,846.853262,847.6693114,1663.788048,,,1448.594425,,1094.506013,,,,,,700.0496722,597.6012834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569.0749765,,,,,2916.677268,,,541.6202104,,,,,,,,1185.228046,,662.1881543,,,,,,,,1374.839958,1310.73932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1580.305203,,,,,,1405.694923,2052.784199,935.4505994,871.3408632,,,,,,,,,,,995.6554624,,,,,,,3119.716346,2512.154922,,,,,,,,,,,,,,,,,
1841,,,,,,,,,,,,,,1586.062087,2034.396788,,,,605.5575704,,,1875.661728,,,,,,,,,,,,,,,,,370.6291808,,,,,761.1452098,782.2643182,,,,,,,,,,,,,,,1585.436718,,,,,,,,,,,,,,,,1195.484703,1782.246998,,,,,,2168.72829,,,1142.078329,,,,,,,,,,,,,,,,559.8918939,,852.0116042,855.8208868,1687.397692,,,1479.045359,,1095.054174,,,,,,700.1431555,597.6810859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569.0749765,,,,,2940.773952,,,,,,,,,,,1208.333198,,662.1841212,,,,,,,,1379.200209,1310.763921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1583.886574,,,,,,1387.955493,2074.205224,939.94178,871.3442409,,,,,,,,,,,1000.629216,,,,,,,3013.780318,2457.921013,,,,,,,,,,,,,,,,,
1842,,,,,,,,,,,,,,1446.57958,2056.406382,,,,605.5538822,,,1902.090532,,,,,,,,,,,,,,,,,372.1546521,,,,,769.8493778,778.6119196,,,,,,,,,,,,,,,1580.409294,,,,,,,,,,,,,,,,1201.632611,1748.420476,,,,,,2176.571441,,,1151.306023,,,,,,,,,,,,,,,,559.8884838,,857.2013668,864.0508515,1711.342365,,,1483.395493,,1095.602611,,,,,,700.2366513,597.7608991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569.0749765,,,,,2863.656448,,,,,,,,,,,1216.294116,,662.1800882,,,,,,,,1383.574288,1310.788522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1587.476061,,,,,,1322.565965,2095.84978,944.4545231,871.3476185,,,,,,,,,,,1005.627815,,,,,,,2908.863429,2436.72921,,,,,,,,,,,,,,,,,
1843,,,,,,,,,,,,,,1677.462275,2078.654091,,,,605.5501941,,,1928.89173,,,,,,,,,,,,,,,,,373.686402,,,,,784.8338012,774.976574,,,,,,,,,,,,,,,1659.371507,,,,,,,,,,,,,,,,1207.812136,1814.963369,,,,,,2184.442955,,,1160.608274,,,,,,,,,,,,,,,,559.8850738,,862.4227413,872.3599592,1735.626819,,,1409.443225,,1096.151321,,,,,,700.3301595,597.8407229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569.0749765,,,,,2808.666503,,,,,,,,,,,1189.924821,,662.1760551,,,,,,,,1387.962239,1310.813123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1591.073683,,,,,,1351.286151,2117.720199,948.9889322,871.3509961,,,,,,,,,,,1010.651384,,,,,,,2924.404521,2476.519642,,,,,,,,,,,,,,,,,
1844,,,,,,,,,,,,,,1906.608964,2101.142492,,,,605.546506,,,1956.070566,,,,,,,,,,,,,,,,,375.2244565,,,,,787.6699265,771.358202,,,,,,,,,,,,,,,1719.335272,,,,,,,,,,,,,,,,1214.023439,1869.7864,,,,,,2192.342937,,,1169.985684,,,,,,,,,,,,,,,,559.8816638,,867.6759201,880.7489712,1760.255877,,,1409.443225,,1096.700307,,,,,,700.4236802,597.9205574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569.0749765,,,,,2830.483193,,,,,,,,,,,1213.277183,,662.1720221,,,,,,,,1392.364106,1310.837725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1594.679457,,,,,,1409.714409,2139.818838,953.5451115,871.3543738,,,,,,,,,,,1015.700049,,,,,,,3060.076683,2614.364449,,,,,,,,,,,,,,,,,
1845,,,,,,,,,,,,,,1961.665562,2123.87419,,,,605.5428178,,,1983.632363,,,,,,,,,,,,,,,,,376.7688415,,,,,802.7315596,767.7567241,,,,,,,,,,,,,,,1748.870932,,,,,,,,,,,,,,,,1220.266685,1937.812583,,,,,,2200.271489,,,1179.438862,,,,,,,,,,,,,,,,559.8782538,,872.961097,889.2186557,1472.735729,,,1422.493625,,1097.249568,,,,,,700.5172134,598.0004025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569.0749765,,,,,2805.031736,,,,,,,,,,,1266.954441,,662.1679891,,,,,,,,1396.779934,1310.862328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1598.293404,,,,,,1442.381802,2162.148079,958.1231654,871.3577515,,,,,,,,,,,1020.773934,,,,,,,3181.704961,2656.437925,,,,,,,,,,,,,,,,,
1846,,,,,,,,,,,,,,2168.183515,2146.851815,,,,605.5391298,,,2011.582516,,,,,,,,,,,,,,,,,378.3195829,,,,,820.9973955,764.1720616,,,,,,,,,,,,,,,1770.957682,,,,,,,,,,,,,,,,1226.542037,2061.01456,,,,,,2208.228714,,,1188.968419,,,,,,,,,,,,,,,,559.8748438,,878.2784669,897.7697886,1232.179114,,,1409.443225,,1097.799104,,,,,,700.6107591,598.0802583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569.0749765,,,,,2805.067639,,,,,,,,,,,1290.676427,,662.1639562,,,,,,,,1401.209767,1310.88693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1601.91554,,,,,,1392.782933,2184.710328,962.7231989,871.3611292,,,,,,,,,,,1025.873165,,,,,,,3351.503853,2673.072249,,,,,,,,,,,,,,,,,
1847,,,,,,,,,,,,,,2508.305138,2170.078029,,,,605.5354417,,,2092.666583,,,,,,,,,,,,,,,,,379.8767071,,,,,829.8183278,760.6041359,,,,,,,,,,,,,,,1749.370918,,,,,,,,,,,,,,,,1232.849661,2247.783893,,,,,,2216.214717,,,1198.574972,,,,,,,,,,,,,,,,559.8714339,,883.6282259,906.403153,1400,,,1448.594425,,1098.348914,,,,,,700.7043173,598.1601248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569.0749765,,,,,2819.164242,,,,,,,,,,,1241.665729,,662.1599232,,,,,,,,1405.653648,1310.911534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1605.545886,,,,,,1429.299844,2207.508017,967.3453176,871.3645069,,,,,,,,,,,1030.997869,,,,,,,3382.197217,2744.830009,,,,,,,,,,,,,,,,,
1848,,,,,,,,,,,,,,2870.398955,2193.555522,,,,605.5317537,,,2083.087229,,,,,,,,,,,,,,,,,381.4402402,,,,,854.9804537,757.0528688,,,,,,,,,,,,,,,1825.105661,,,,,,,,,,,,,,,,1239.189723,1754.958418,,,,,,2224.2296,,,1208.259144,,,,,,,,,,,,,,,,559.868024,,889.0105713,915.1195399,1232,,,1444.244292,,1098.899001,,,,,,700.797888,598.2400019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569.0749765,,,,,2860.820001,,,,,,,,,,,1174.663252,,662.1558903,,,,,,,,1410.111623,1310.936137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1609.184458,,,,,,1444.566517,2230.543602,971.9896274,871.3678846,,,,,,,,,,,1036.148174,,,,,,,3460.119994,2817.91577,,,,,,,,,,,,,,,,,
